timestamp,close,volume
2026-07-01,550.109497070312,1369626811
2026-07-02,558.014526367188,1333013092
2026-07-03,573.442199707031,1081508938
2026-07-04,574.972961425781,1084811368
2026-07-05,588.935119628906,1328089383
2026-07-06,585.433532714844,1405839910
2026-07-07,576.796569824219,1091645141
2026-07-08,568.306091308594,1104808263
2026-07-09,568.468444824219,1020956200
2026-07-10,575.031982421875,1039954030
2026-07-11,574.889465332031,869866045
2026-07-12,573.948303222656,968436788
2026-07-13,566.633666992188,991239692
2026-07-14,581.755676269531,1188215639
2026-07-15,580.104064941406,1170264202
2026-07-16,572.193237304688,1034278765
2026-07-17,567.764831542969,1233596492
2026-07-18,570.285522460938,834755411
2026-07-19,570.404174804688,824772602
2026-07-20,570.733276367188,1103435923
2026-07-21,573.596862792969,1115064597
