timestamp,close,volume
2026-07-01,4068.300048828125,770
2026-07-02,4112.700195312500,228
2026-07-03,4112.700195312500,228
2026-07-04,4112.700195312500,228
2026-07-05,4112.700195312500,228
2026-07-06,4155.100097656250,1024
2026-07-07,4145.299804687500,53
2026-07-08,4070.899902343750,292
2026-07-09,4130.600097656250,13
2026-07-10,4104.100097656250,389
2026-07-11,4104.100097656250,389
2026-07-12,4104.100097656250,389
2026-07-13,3997.000000000000,679
2026-07-14,4061.100097656250,1281
2026-07-15,4044.000000000000,374
2026-07-16,3985.600097656250,812
2026-07-17,4012.699951171875,141
2026-07-18,4012.699951171875,141
2026-07-19,4012.699951171875,141
2026-07-20,4010.300048828125,231
2026-07-21,4010.300048828125,231
