timestamp,close,volume
2026-07-01,77.383705139160,3886778163
2026-07-02,80.643981933594,4145904986
2026-07-03,82.280059814453,2166541336
2026-07-04,81.649635314941,2119524835
2026-07-05,81.423042297363,1773256119
2026-07-06,81.915176391602,2786913228
2026-07-07,80.648704528809,2279589175
2026-07-08,77.787025451660,2467047352
2026-07-09,78.045463562012,1792200591
2026-07-10,78.066612243652,2145859531
2026-07-11,76.824165344238,1454994477
2026-07-12,76.873840332031,1385994112
2026-07-13,74.861389160156,1940829057
2026-07-14,77.762443542480,2122308075
2026-07-15,77.264068603516,2085836919
2026-07-16,75.271972656250,1794252183
2026-07-17,75.011596679688,1654645230
2026-07-18,75.460906982422,889545169
2026-07-19,76.355262756348,1306988109
2026-07-20,77.791915893555,2188464392
2026-07-21,78.108604431152,1592514558
