timestamp,close,volume
2026-07-01,745.760009765625,47100900
2026-07-02,744.780029296875,57447800
2026-07-03,744.780029296875,57447800
2026-07-04,744.780029296875,57447800
2026-07-05,744.780029296875,57447800
2026-07-06,751.280029296875,50673300
2026-07-07,747.710021972656,43721500
2026-07-08,745.400024414062,43767400
2026-07-09,751.710021972656,41441700
2026-07-10,754.950012207031,42191300
2026-07-11,754.950012207031,42191300
2026-07-12,754.950012207031,42191300
2026-07-13,749.169982910156,44013600
2026-07-14,751.830017089844,35143100
2026-07-15,754.809997558594,43844800
2026-07-16,750.719970703125,46409800
2026-07-17,743.289978027344,62651000
2026-07-18,743.289978027344,62651000
2026-07-19,743.289978027344,62651000
2026-07-20,742.090026855469,50422300
2026-07-21,742.090026855469,50422300
